Pokemon,Number,Color,Habitat,Generation,Egg Group,Description
Seedot,273,brown,forest,generation-iii,no-eggs,seedot looks exactly like an acorn when it is dangling from a tree branch. it startles other pokémon by suddenlymoving. this pokémon polishes its body once a day using leaves.
Seedot,273,brown,forest,generation-iii,no-eggs,"it hangs off branches and absorbs nutrients. when it finishes eating, its body becomes so heavy that it drops to the ground with a thump."
Seedot,273,brown,forest,generation-iii,no-eggs,"if it remains still, it becomes impossible to distinguish from real nuts. it delights in surprising foraging pidgey."
Seedot,273,brown,forest,generation-iii,no-eggs,"when it dangles from a tree branch, it looks just like an acorn. it enjoys scaring other pokémon."
Seedot,273,brown,forest,generation-iii,no-eggs,it attaches itself to a tree branch using the top of its head. strong winds can sometimes make it fall.
Seedot,273,brown,forest,generation-iii,no-eggs,"seedot attaches itself to a tree branch using the top of its head. it sucks moisture from the tree while hanging off the branch. the more water it drinks, the glossier this pokémon’s body becomes."
Seedot,273,brown,forest,generation-iii,no-eggs,seedot looks exactly like an acorn when it is dangling from a tree branch. it startles other pokémon by suddenly moving. this pokémon polishes its body once a day using leaves.
Seedot,273,brown,forest,generation-iii,no-eggs,"if it remains still, it looks just like a real nut. it delights in surprising foraging pokémon."
Nuzleaf,274,brown,forest,generation-iii,no-eggs,nuzleaf live in densely overgrown forests. they occasionally venture out of the forest to startle people.this pokémon dislikes having its long nose pinched.
Nuzleaf,274,brown,forest,generation-iii,no-eggs,this pokémon pulls out the leaf on its head and makes a flute with it. the sound of nuzleaf’s flute strikesfear and uncertainty in the hearts of people lost in a forest.
Nuzleaf,274,brown,forest,generation-iii,no-eggs,a forest-dwelling pokémon that is skilled at climbing trees. its long and pointed nose is its weak point. it loses power if the nose is gripped.
Nuzleaf,274,brown,forest,generation-iii,no-eggs,they live in holes bored in large trees. the sound of nuzleaf’s grass flute fills listeners with dread.
Nuzleaf,274,brown,forest,generation-iii,no-eggs,the sound of its grass flute makes its listeners uneasy. it lives deep in forests.
Nuzleaf,274,brown,forest,generation-iii,no-eggs,"it lives deep in forests. with the leaf on its head, it makes a flute whose song makes listeners uneasy."
Nuzleaf,274,brown,forest,generation-iii,no-eggs,nuzleaf live in densely overgrown forests. they occasionally venture out of the forest to startle people. this pokémon dislikes having its long nose pinched.
Nuzleaf,274,brown,forest,generation-iii,no-eggs,this pokémon pulls out the leaf on its head and makes a flute with it. the sound of nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.
Shiftry,275,brown,forest,generation-iii,no-eggs,it lives quietly in the deep forest. it is said to create chilly winter winds with the fans it holds.
Shiftry,275,brown,forest,generation-iii,no-eggs,shiftry is a mysterious pokémon that is said to live atop towering trees  dating back over a thousand years.it creates terrific windstorms with the fans it holds.
Shiftry,275,brown,forest,generation-iii,no-eggs,shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. the whipped-up windblows anything away. this pokémon chooses to live quietly deep in forests.
Shiftry,275,brown,forest,generation-iii,no-eggs,"it is said to arrive on chilly, wintry winds. feared from long ago as the guardian of forests, this pokémon lives in a deep forest where people do not venture."
Shiftry,275,brown,forest,generation-iii,no-eggs,a pokémon that was feared as a forest guardian. it can read the foe’s mind and take preemptive action.
Shiftry,275,brown,forest,generation-iii,no-eggs,"by flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses."
Shiftry,275,brown,forest,generation-iii,no-eggs,"by flapping its leafy fan, it can whip up gusts of 100 feet per second that can level houses."
Shiftry,275,brown,forest,generation-iii,no-eggs,shiftry is a mysterious pokémon that is said to live atop towering trees dating back over a thousand years. it creates terrific windstorms with the fans it holds.
Shiftry,275,brown,forest,generation-iii,no-eggs,shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. the whipped-up wind blows anything away. this pokémon chooses to live quietly deep in forests.
Taillow,276,blue,grassland,generation-iii,no-eggs,"taillow courageously stands its ground against foes, however strong they may be.this gutsy pokémon will remain defiant even after a loss. on the other hand, it cries loudly if it becomes hungry."
Taillow,276,blue,grassland,generation-iii,no-eggs,"taillow is young - it has only just left its nest. as a result, it sometimes becomes lonesome and cries at night.this pokémon feeds on wurmple that live in forests."
Taillow,276,blue,grassland,generation-iii,no-eggs,"although it is small, it is very courageous. it will take on a larger skarmory on an equal footing. however, its will weakens if it becomes hungry."
Taillow,276,blue,grassland,generation-iii,no-eggs,"it dislikes cold seasons. they migrate to other lands in search of warmth, flying over 180 miles a day."
Taillow,276,blue,grassland,generation-iii,no-eggs,it has a gutsy spirit that makes it bravely take on tough foes. it flies in search of warm climates.
Taillow,276,blue,grassland,generation-iii,no-eggs,"when it gets cold, they migrate, flying over 180 miles a day. it hunts for tasty prey."
Taillow,276,blue,grassland,generation-iii,no-eggs,"taillow courageously stands its ground against foes, however strong they may be. this gutsy pokémon will remain defiant even after a loss. on the other hand, it cries loudly if it becomes hungry."
Taillow,276,blue,grassland,generation-iii,no-eggs,"taillow is young—it has only just left its nest. as a result, it sometimes becomes lonesome and cries at night. this pokémon feeds on wurmple that live in forests."
Swellow,277,blue,grassland,generation-iii,no-eggs,"swellow flies high above our heads, making graceful arcs in the sky. this pokémon dives at a steep angle assoon as it spots its prey. the hapless prey is tightly grasped by swellow’s clawed feet, preventing escape."
Swellow,277,blue,grassland,generation-iii,no-eggs,"swellow is very conscientious about the upkeep of its glossy wings. once two swellow are gathered, theydiligently take care of cleaning each other’s wings."
Swellow,277,blue,grassland,generation-iii,no-eggs,a swellow dives upon prey from far above. it never misses its targets. it takes to the skies in search of lands with a warm climate.
Swellow,277,blue,grassland,generation-iii,no-eggs,"if its two tail feathers are standing at attention, it is proof of good health. it soars elegantly in the sky."
Swellow,277,blue,grassland,generation-iii,no-eggs,"it circles the sky in search of prey. when it spots one, it dives steeply to catch the prey."
Swellow,277,blue,grassland,generation-iii,no-eggs,it dives at a steep angle as soon as it spots its prey. it catches its prey with sharp claws.
Swellow,277,blue,grassland,generation-iii,no-eggs,"swellow flies high above our heads, making graceful arcs in the sky. this pokémon dives at a steep angle as soon as it spots its prey. the hapless prey is tightly grasped by swellow’s clawed feet, preventing escape."
Swellow,277,blue,grassland,generation-iii,no-eggs,"swellow is very conscientious about the upkeep of its glossy wings. once two swellow are gathered, they diligently take care of cleaning each other’s wings."
Wingull,278,white,sea,generation-iii,no-eggs,wingull has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations.this pokémon rides the winds and flies as if it were skating across the sky.
Wingull,278,white,sea,generation-iii,no-eggs,wingull rides updrafts rising from the sea by extending its long and narrow wings to glide.this pokémon’s long beak is useful for catching prey.
Wingull,278,white,sea,generation-iii,no-eggs,"it makes its nest on a sheer cliff at the edge of the sea. it has trouble keeping its wings flapping in flight. instead, it soars on updrafts."
Wingull,278,white,sea,generation-iii,no-eggs,"it rides upon ocean winds as if it were a glider. in the winter, it hides food around its nest."
Wingull,278,white,sea,generation-iii,no-eggs,"it makes its nest on steep sea cliffs. riding updrafts, it soars to great heights."
Wingull,278,white,sea,generation-iii,no-eggs,"catching sea winds with its long wings, it soars as if it were a glider. it folds its wings to rest."
Wingull,278,white,sea,generation-iii,no-eggs,"it soars high in the sky, riding on updrafts like a glider. it carries food tucked in its bill."
Wingull,278,white,sea,generation-iii,no-eggs,it soars on updrafts without flapping its wings. it makes a nest on sheer cliffs at the sea’s edge.
Wingull,278,white,sea,generation-iii,no-eggs,"it makes its nest on sheer cliffs. riding the sea breeze, it glides up into the expansive skies."
Wingull,278,white,sea,generation-iii,no-eggs,wingull has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. this pokémon rides the winds and flies as if it were skating across the sky.
Wingull,278,white,sea,generation-iii,no-eggs,wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. this pokémon’s long beak is useful for catching prey.
Wingull,278,white,sea,generation-iii,no-eggs,its hollow bones enhance its lightness. it spreads its wings to the wind and soars away into the sky.
Wingull,278,white,sea,generation-iii,no-eggs,"fishermen keep an eye out for wingull in the sky, because wherever they’re circling, the ocean is sure to be teeming with fish pokémon."
Wingull,278,white,sea,generation-iii,no-eggs,"with its long, thin wings, it catches updrafts and flies like a glider high up into the sky."
Wingull,278,white,sea,generation-iii,no-eggs,it builds nests in cliffs by the sea. it circles the skies above the ocean looking for its favorite food—wishiwashi.
Pelipper,279,yellow,sea,generation-iii,no-eggs,"it is a messenger of the skies, carrying small pokémon and eggs to safety in its bill."
Pelipper,279,yellow,sea,generation-iii,no-eggs,pelipper is a flying transporter that carries small pokémon and eggs inside its massive bill.this pokémon builds its nest on steep cliffs facing the sea.
Pelipper,279,yellow,sea,generation-iii,no-eggs,"pelipper searches for food while in flight by skimming the wave tops. this pokémon dips its large bill in thesea to scoop up food, then swallows everything in one big gulp."
Pelipper,279,yellow,sea,generation-iii,no-eggs,"it skims the tops of waves as it flies. when it spots prey, it uses its large beak to scoop up the victim with water. it protects its eggs in its beak."
Pelipper,279,yellow,sea,generation-iii,no-eggs,it is a flying transporter that carries small pokémon in its beak. it bobs on the waves to rest its wings.
Pelipper,279,yellow,sea,generation-iii,no-eggs,"it dips its large bill in the sea, then scoops up numerous prey along with water."
Pelipper,279,yellow,sea,generation-iii,no-eggs,it acts as a delivery service by carrying small pokémon in its bill. it bobs on the waves to rest.
Pelipper,279,yellow,sea,generation-iii,no-eggs,"it protects its young in its beak. it bobs on waves, resting on them on days when the waters are calm."
Pelipper,279,yellow,sea,generation-iii,no-eggs,"skimming the water’s surface, it dips its large bill in the sea, scoops up food and water, and carries it."
Pelipper,279,yellow,sea,generation-iii,no-eggs,pelipper is a flying transporter that carries small pokémon and eggs inside its massive bill. this pokémon builds its nest on steep cliffs facing the sea.
Pelipper,279,yellow,sea,generation-iii,no-eggs,"pelipper searches for food while in flight by skimming the wave tops. this pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp."
Pelipper,279,yellow,sea,generation-iii,no-eggs,its spacious beak is large enough for a small child to fit right inside.
Pelipper,279,yellow,sea,generation-iii,no-eggs,gathering food is the work of young males. they store food in their capacious beaks and carry it back to others waiting in the nest.
Pelipper,279,yellow,sea,generation-iii,no-eggs,it places small pokémon into its spacious beak and carries them around. no one knows where it’s taking them.
Pelipper,279,yellow,sea,generation-iii,no-eggs,it scoops up wishiwashi in its huge beak and swallows them whole. it can devour more than 30 at one go!
Ralts,280,white,urban,generation-iii,no-eggs,"ralts senses the emotions of people using the horns on its head. this pokémon rarely appears beforepeople. but when it does, it draws closer if it senses that the person has a positive disposition."
Ralts,280,white,urban,generation-iii,no-eggs,"ralts has the ability to sense the emotions of people. if its trainer is in a cheerful mood,this pokémon grows cheerful and joyous in the same way."
Ralts,280,white,urban,generation-iii,no-eggs,a ralts has the power to sense the emotions of people and pokémon with the horns on its head. it takes cover if it senses any hostility.
Ralts,280,white,urban,generation-iii,no-eggs,it is highly attuned to the emotions of people and pokémon. it hides if it senses hostility.
Ralts,280,white,urban,generation-iii,no-eggs,it uses the horns on its head to sense human emotions. it is said to appear in front of cheerful people.
Ralts,280,white,urban,generation-iii,no-eggs,"if its horns capture the warm feelings of people or pokémon, its body warms up slightly."
Ralts,280,white,urban,generation-iii,no-eggs,the horns on its head provide a strong power that enables it to sense people’s emotions.
Ralts,280,white,urban,generation-iii,no-eggs,"ralts senses the emotions of people using the horns on its head. this pokémon rarely appears before people. but when it does, it draws closer if it senses that the person has a positive disposition."
Ralts,280,white,urban,generation-iii,no-eggs,"ralts has the ability to sense the emotions of people. if its trainer is in a cheerful mood, this pokémon grows cheerful and joyous in the same way."
Ralts,280,white,urban,generation-iii,no-eggs,"tends to prefer people with a chipper disposition to those who are gloomy, but it has shown no discrimination with regard to age or gender. needs more research."
Kirlia,281,white,urban,generation-iii,no-eggs,it is said that a kirlia that is exposed to the positive emotions of its trainer grows beautiful.this pokémon controls psychokinetic powers with its highly developed brain.
Kirlia,281,white,urban,generation-iii,no-eggs,"kirlia uses the horns on its head to amplify its psychokinetic power. when the pokémon uses its power,the air around it becomes distorted, creating mirages of nonexistent scenery."
Kirlia,281,white,urban,generation-iii,no-eggs,a kirlia has the psychic power to create  a rip in the dimensions and see into the future. it is said to dance with pleasure on sunny mornings.
Kirlia,281,white,urban,generation-iii,no-eggs,the cheerful spirit of its trainer gives it energy for its psychokinetic power. it spins and dances when happy.
Kirlia,281,white,urban,generation-iii,no-eggs,it is highly perceptive of its trainer’s feelings. it dances when it is feeling happy.
Kirlia,281,white,urban,generation-iii,no-eggs,"if its trainer becomes happy, it overflows with energy, dancing joyously while spinning about."
Kirlia,281,white,urban,generation-iii,no-eggs,it has a psychic power that enables it to distort the space around it and see into the future.
Kirlia,281,white,urban,generation-iii,no-eggs,it is said that a kirlia that is exposed to the positive emotions of its trainer grows beautiful. this pokémon controls psychokinetic powers with its highly developed brain.
Kirlia,281,white,urban,generation-iii,no-eggs,"kirlia uses the horns on its head to amplify its psychokinetic power. when the pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery."
Kirlia,281,white,urban,generation-iii,no-eggs,"it resembles a maiden in appearance, but it wields strange powers to project visions of paradise. i suspect the crimson ornaments on its head are the key to its abilities."
Gardevoir,282,white,urban,generation-iii,no-eggs,"gardevoir has the ability to read the future. if it senses impending danger to its trainer, this pokémon is said tounleash its psychokinetic energy at full power."
Gardevoir,282,white,urban,generation-iii,no-eggs,gardevoir has the psychokinetic power to distort the dimensions and create a small black hole.this pokémon will try to protect its trainer even at the risk of its own life.
Gardevoir,282,white,urban,generation-iii,no-eggs,it apparently does not feel the pull of gravity because it supports itself with psychic power. it will give its life to protect its trainer.
Gardevoir,282,white,urban,generation-iii,no-eggs,it has the power to predict the future. its power peaks when it is protecting its trainer.
Gardevoir,282,white,urban,generation-iii,no-eggs,it will try to guard its trusted trainer with its life. it has the ability to see the future.
Gardevoir,282,white,urban,generation-iii,no-eggs,"to protect its trainer, it will expend all its psychic power to create a small black hole."
Gardevoir,282,white,urban,generation-iii,no-eggs,it unleashes psychokinetic energy at full power when protecting a trainer it has bonded closely with.
Gardevoir,282,white,urban,generation-iii,no-eggs,"gardevoir has the ability to read the future. if it senses impending danger to its trainer, this pokémon is said to unleash its psychokinetic energy at full power."
Gardevoir,282,white,urban,generation-iii,no-eggs,gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. this pokémon will try to protect its trainer even at the risk of its own life.
Gardevoir,282,white,urban,generation-iii,no-eggs,"it will dedicate itself to defending a master it has come to adore. its pure white dress, reminiscent of those worn by ladies of nobility, is the dress of one who is willing to risk their life."
Surskit,283,blue,waters-edge,generation-iii,no-eggs,"from the tips of its feet, surskit secretes an oil that enables it to walk on water as if it were skating.this pokémon feeds on microscopic organisms in ponds and lakes."
Surskit,283,blue,waters-edge,generation-iii,no-eggs,"if surskit senses danger, it secretes a thick, sugary syrup from the tip of its head.there are some pokémon that love eating this syrup."
Surskit,283,blue,waters-edge,generation-iii,no-eggs,"they gather on puddles after evening downpours, gliding across the surface of water as if sliding. it secretes honey with a sweet aroma from its head."
Surskit,283,blue,waters-edge,generation-iii,no-eggs,"they usually live on ponds, but after an evening shower, they may appear on puddles in towns."
Surskit,283,blue,waters-edge,generation-iii,no-eggs,it appears as if it is skating on water. it draws prey with a sweet scent from the tip of its head.
Surskit,283,blue,waters-edge,generation-iii,no-eggs,"it secretes a thick, sweet-scented syrup from the tip of its head. it lives on weed-choked ponds."
Surskit,283,blue,waters-edge,generation-iii,no-eggs,"from the tips of its feet, surskit secretes an oil that enables it to walk on water as if it were skating. this pokémon feeds on microscopic organisms in ponds and lakes."
Surskit,283,blue,waters-edge,generation-iii,no-eggs,"if surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. there are some pokémon that love eating this syrup."
Surskit,283,blue,waters-edge,generation-iii,no-eggs,it moves as if skating on the surface of the water. it often fights with dewpider over food.
Surskit,283,blue,waters-edge,generation-iii,no-eggs,"when this pokémon senses danger, a sweet fluid oozes from the tip of its head. the taste of it disgusts bird pokémon."
Surskit,283,blue,waters-edge,generation-iii,no-eggs,"if it’s in a pinch, it will secrete a sweet liquid from the tip of its head. syrup made from gathering that liquid is tasty on bread."
Surskit,283,blue,waters-edge,generation-iii,no-eggs,"it lives in ponds and marshes that feature lots of plant life. it often fights with dewpider, whose habitat and diet are similar."
Masquerain,284,blue,waters-edge,generation-iii,no-eggs,masquerain intimidates enemies with the eyelike patterns on its antennas. this pokémon flaps its four wings tofreely fly in any direction - even sideways and backwards - as if it were a helicopter.
Masquerain,284,blue,waters-edge,generation-iii,no-eggs,"masquerain’s antennas have eyelike patterns that usually give it an angry look. if the “eyes” are droopy andappear sad, it is said to be a sign that a heavy rainfall is on its way."
Masquerain,284,blue,waters-edge,generation-iii,no-eggs,"it intimidates foes with the large eyelike patterns on its antennae. because it can’t fly if its wings get wet, it shelters itself from rain under large trees and eaves."
Masquerain,284,blue,waters-edge,generation-iii,no-eggs,"the antennae have distinctive patterns that look like eyes. when it rains, they grow heavy, making flight impossible."
Masquerain,284,blue,waters-edge,generation-iii,no-eggs,its antennae have eye patterns on them. its four wings enable it to hover and fly in any direction.
Masquerain,284,blue,waters-edge,generation-iii,no-eggs,it flaps its four wings to hover and fly freely in any direction-- to and fro and sideways.
Masquerain,284,blue,waters-edge,generation-iii,no-eggs,it flaps its four wings to hover and fly freely in any direction--to and fro and sideways.
Masquerain,284,blue,waters-edge,generation-iii,no-eggs,masquerain intimidates enemies with the eyelike patterns on its antennas. this pokémon flaps its four wings to freely fly in any direction—even sideways and backwards—as if it were a helicopter.
Masquerain,284,blue,waters-edge,generation-iii,no-eggs,"masquerain’s antennas have eyelike patterns that usually give it an angry look. if the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way."
Masquerain,284,blue,waters-edge,generation-iii,no-eggs,it intimidates enemies with the eye-like patterns on its antennae. its four wings allow it to fly in any direction.
Masquerain,284,blue,waters-edge,generation-iii,no-eggs,"its wings and antennae don’t cope well with moisture. after a rain, it faces sunward to dry off."
Masquerain,284,blue,waters-edge,generation-iii,no-eggs,"masquerain intimidates enemies with the eyelike patterns of its eyespots. if that doesn’t work, it deftly makes its escape on its set of four wings."
Masquerain,284,blue,waters-edge,generation-iii,no-eggs,"its thin, winglike antennae are highly absorbent. it waits out rainy days in tree hollows."
Shroomish,285,brown,forest,generation-iii,no-eggs,"shroomish live in damp soil in the dark depths of forests. they are often found keeping still under fallen leaves.this pokémon feeds on compost that is made up of fallen, rotted leaves."
Shroomish,285,brown,forest,generation-iii,no-eggs,"if shroomish senses danger, it shakes its body and scatters spores from the top of its head.this pokémon’s spores are so toxic, they make trees and weeds wilt."
Shroomish,285,brown,forest,generation-iii,no-eggs,"it loves to eat damp, composted soil in forests. if you enter a forest after a long rain, you can see many shroomish feasting on composted soil."
Shroomish,285,brown,forest,generation-iii,no-eggs,it prefers damp places. by day it remains still in the forest shade. it releases toxic powder from its head.
Shroomish,285,brown,forest,generation-iii,no-eggs,it spouts poison spores from the top of its head. these spores cause pain all over if inhaled.
Shroomish,285,brown,forest,generation-iii,no-eggs,"if it senses danger, it scatters spores from the top of its head to protect itself."
Shroomish,285,brown,forest,generation-iii,no-eggs,"shroomish live in damp soil in the dark depths of forests. they are often found keeping still under fallen leaves. this pokémon feeds on compost that is made up of fallen, rotted leaves."
Shroomish,285,brown,forest,generation-iii,no-eggs,"if shroomish senses danger, it shakes its body and scatters spores from the top of its head. this pokémon’s spores are so toxic, they make trees and weeds wilt."
Breloom,286,green,forest,generation-iii,no-eggs,"breloom closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms.this pokémon’s fighting technique puts boxers to shame."
Breloom,286,green,forest,generation-iii,no-eggs,the seeds ringing breloom’s tail are made of hardened toxic spores. it is horrible to eat the seeds.just taking a bite of this pokémon’s seed will cause your stomach to rumble.
Breloom,286,green,forest,generation-iii,no-eggs,it scatters spores from holes in the cap on its head. it loves warm and humid climates. it feeds on trees and plants in fields and forests.
Breloom,286,green,forest,generation-iii,no-eggs,"the seeds on its tail are made of toxic spores. it knocks out foes with quick, virtually invisible punches."
Breloom,286,green,forest,generation-iii,no-eggs,its short arms stretch when it throws punches. its technique is equal to that of pro boxers.
Breloom,286,green,forest,generation-iii,no-eggs,it scatters poisonous spores and throws powerful punches while its foe is hampered by inhaled spores.
Breloom,286,green,forest,generation-iii,no-eggs,"breloom closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. this pokémon’s fighting technique puts boxers to shame."
Breloom,286,green,forest,generation-iii,no-eggs,the seeds ringing breloom’s tail are made of hardened toxic spores. it is horrible to eat the seeds. just taking a bite of this pokémon’s seed will cause your stomach to rumble.
Slakoth,287,brown,forest,generation-iii,no-eggs,"slakoth lolls around for over twenty hours every day. because it moves so little, it does not need much food.this pokémon’s sole daily meal consists of just three leaves."
Slakoth,287,brown,forest,generation-iii,no-eggs,"slakoth’s heart beats just once a minute. whatever happens, it is content to loaf around motionless.it is rare to see this pokémon in motion."
Slakoth,287,brown,forest,generation-iii,no-eggs,"it sleeps virtually all day and night long. it doesn’t change its nest its entire life, but it sometimes travels great distances by swimming in rivers."
Slakoth,287,brown,forest,generation-iii,no-eggs,it sleeps for 20 hours every day. making drowsy those that see it is one of its abilities.
Slakoth,287,brown,forest,generation-iii,no-eggs,it spends nearly all its time in a day sprawled out. just seeing it makes one drowsy.
Slakoth,287,brown,forest,generation-iii,no-eggs,the way slakoth lolls around makes anyone who watches it feel like doing the same.
Slakoth,287,brown,forest,generation-iii,no-eggs,"if it eats just three leaves in a day, it is satisfied. other than that, it sleeps for 20 hours a day."
Slakoth,287,brown,forest,generation-iii,no-eggs,"slakoth lolls around for over 20 hours every day. because it moves so little, it does not need much food. this pokémon’s sole daily meal consists of just three leaves."
Slakoth,287,brown,forest,generation-iii,no-eggs,"slakoth’s heart beats just once a minute. whatever happens, it is content to loaf around motionless. it is rare to see this pokémon in motion."
Vigoroth,288,white,forest,generation-iii,no-eggs,vigoroth is always itching and agitated to go on a wild rampage. it simply can’t tolerate sitting still for even a minute.this pokémon’s stress level rises if it can’t be moving constantly.
Vigoroth,288,white,forest,generation-iii,no-eggs,"vigoroth is simply incapable of remaining still. even when it tries to sleep, the blood in its veins growsagitated, compelling this pokémon to run wild throughout the jungle before it can settle down."
Vigoroth,288,white,forest,generation-iii,no-eggs,"it can’t keep still because its blood boils with energy. it runs through the fields and mountains all day to calm itself. if it doesn’t, it can’t sleep at night."
Vigoroth,288,white,forest,generation-iii,no-eggs,"it is always hungry because it won’t stop rampaging. even while it is eating, it can’t keep still."
Vigoroth,288,white,forest,generation-iii,no-eggs,"its heart beats at a tenfold tempo, so it cannot sit still for even a moment."
Vigoroth,288,white,forest,generation-iii,no-eggs,its stress level rises if it cannot keep moving constantly. too much stress makes it feel sick.
Vigoroth,288,white,forest,generation-iii,no-eggs,its heartbeat is fast and its blood so agitated that it can’t sit still for one second.
Vigoroth,288,white,forest,generation-iii,no-eggs,vigoroth is always itching and agitated to go on a wild rampage. it simply can’t tolerate sitting still for even a minute. this pokémon’s stress level rises if it can’t be moving constantly.
Vigoroth,288,white,forest,generation-iii,no-eggs,"vigoroth is simply incapable of remaining still. even when it tries to sleep, the blood in its veins grows agitated, compelling this pokémon to run wild throughout the jungle before it can settle down."
Slaking,289,brown,forest,generation-iii,no-eggs,"slaking spends all day lying down and lolling about. it eats grass growing within its reach.if it eats all the grass it can reach, this pokémon reluctantly moves to another spot."
Slaking,289,brown,forest,generation-iii,no-eggs,"wherever slaking live, rings of over a yard in diameter appear in grassy fields. they are made by the pokémonas it eats all the grass within reach while lying prone on the ground."
Slaking,289,brown,forest,generation-iii,no-eggs,hordes of slaking gather around trees when fruits come into season. they wait around patiently for ripened fruits to fall out of the trees.
Slaking,289,brown,forest,generation-iii,no-eggs,"it is the world’s most slothful pokémon. however, it can exert horrifying power by releasing pent-up energy all at once."
Slaking,289,brown,forest,generation-iii,no-eggs,"the world’s laziest pokémon. when it is lounging, it is actually saving energy for striking back."
Slaking,289,brown,forest,generation-iii,no-eggs,the world’s laziest pokémon. it moves to another spot when there’s no food left within its reach.
Slaking,289,brown,forest,generation-iii,no-eggs,this pokémon lives lying on its side. it only rolls over and moves when there is no more grass to eat.
Slaking,289,brown,forest,generation-iii,no-eggs,"slaking spends all day lying down and lolling about. it eats grass growing within its reach. if it eats all the grass it can reach, this pokémon reluctantly moves to another spot."
Slaking,289,brown,forest,generation-iii,no-eggs,"wherever slaking live, rings of over a yard in diameter appear in grassy fields. they are made by the pokémon as it eats all the grass within reach while lying prone on the ground."
Nincada,290,gray,forest,generation-iii,no-eggs,nincada lives underground for many years in complete darkness. this pokémon absorbs nutrients fromthe roots of trees. it stays motionless as it waits for evolution.
Nincada,290,gray,forest,generation-iii,no-eggs,nincada lives underground. it uses its sharp claws to carve the roots of trees and absorb moisture and nutrients.this pokémon can’t withstand bright sunlight so avoids it.
Nincada,290,gray,forest,generation-iii,no-eggs,"it makes its nest at the roots of a mighty tree. using its whiskerlike antennae, it probes its surroundings in the pitch-black darkness of soil."
Nincada,290,gray,forest,generation-iii,no-eggs,"because it lived almost entirely underground, it is nearly blind. it uses its antennae instead."
Nincada,290,gray,forest,generation-iii,no-eggs,"it grows underground, sensing its surroundings using antennae instead of its virtually blind eyes."
Nincada,290,gray,forest,generation-iii,no-eggs,it can sometimes live underground for more than 10 years. it absorbs nutrients from the roots of trees.
Nincada,290,gray,forest,generation-iii,no-eggs,nincada lives underground for many years in complete darkness. this pokémon absorbs nutrients from the roots of trees. it stays motionless as it waits for evolution.
Nincada,290,gray,forest,generation-iii,no-eggs,nincada lives underground. it uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. this pokémon can’t withstand bright sunlight so avoids it.
Ninjask,291,yellow,forest,generation-iii,no-eggs,"ninjask moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard.for that reason, this pokémon was long believed to be invisible."
Ninjask,291,yellow,forest,generation-iii,no-eggs,"if ninjask is not trained properly, it will refuse to obey the trainer and cry loudly continuously.because of this quality, this pokémon is said to be one that puts the trainer’s abilities to the test."
Ninjask,291,yellow,forest,generation-iii,no-eggs,"because it darts about vigorously at high speed, it is very difficult to see. hearing its distinctive cries for too long induces a headache."
Ninjask,291,yellow,forest,generation-iii,no-eggs,"this pokémon is so quick, it is said to be able to avoid any attack. it loves to feed on tree sap."
Ninjask,291,yellow,forest,generation-iii,no-eggs,"because it moves so quickly, it sometimes becomes unseeable. it congregates around tree sap."
Ninjask,291,yellow,forest,generation-iii,no-eggs,its cry leaves a lasting headache if heard for too long. it moves so quickly that it is almost invisible.
Ninjask,291,yellow,forest,generation-iii,no-eggs,"ninjask moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. for that reason, this pokémon was long believed to be invisible."
Ninjask,291,yellow,forest,generation-iii,no-eggs,"if ninjask is not trained properly, it will refuse to obey the trainer and cry loudly continuously. because of this quality, this pokémon is said to be one that puts the trainer’s abilities to the test."
Shedinja,292,brown,forest,generation-iii,no-eggs,"shedinja’s hard body doesn’t move - not even a twitch. in fact, its body appears to be merely a hollow shell.it is believed that this pokémon will steal the spirit of anyone peering into its hollow body from its back."
Shedinja,292,brown,forest,generation-iii,no-eggs,shedinja is a peculiar pokémon. it seems to appear unsought in a poké ball after a nincada evolves.this bizarre pokémon is entirely immobile - it doesn’t even breathe.
Shedinja,292,brown,forest,generation-iii,no-eggs,a peculiar pokémon that floats in air even though its wings remain completely still. the inside of its body is hollow and utterly dark.
Shedinja,292,brown,forest,generation-iii,no-eggs,a most peculiar pokémon that somehow appears in a poké ball when a nincada evolves.
Shedinja,292,brown,forest,generation-iii,no-eggs,a discarded bug shell that came to life. peering into the crack on its back is said to steal one’s spirit.
Shedinja,292,brown,forest,generation-iii,no-eggs,"a strange pokémon--it flies without moving its wings, has a hollow shell for a body, and does not breathe."
